disruption_rate,mean_reward,std_reward
0.0,2311.4,16.68202625582396
0.25,2310.8,18.708554193202637
0.5,2316.5,16.413409152275463
0.75,2315.4,18.24527336051724
1.0,2312.7,13.651373557265217
